comments,cleaned_comments,sentiment_scores,compound_score,sentiment_category
I like this faster pace commentary with small comedic additions and information very neatly displayed in the video. Just saying if you find this useful.,like faster pace commentari small comed addit inform neat ed say find ful,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.6705}",0.6705,positive
This guys more of a killer google leaker than anything apple,guy killer leaker anyth appl,"{'neg': 0.518, 'neu': 0.482, 'pos': 0.0, 'compound': -0.6486}",-0.6486,negative
It's funny how I love hearing about all the leaks and rumors but I cant help but feel disappointed to basically be told all of it at once because it kind of removes the wonder and mystery of it all,funni love hear leak rumor cant help feel disappoint basic told beca kind remov wonder mysteri,"{'neg': 0.183, 'neu': 0.431, 'pos': 0.386, 'compound': 0.7351}",0.7351,positive
This guy is simply entertaining regardless if he’s leaking anything or not,guy simpli entertain regardless hes leak anyth,"{'neg': 0.247, 'neu': 0.515, 'pos': 0.237, 'compound': -0.0258}",-0.0258,neutral
Great breakdown. I love this channel especially since you get in and get out. Is it worth 1799? No phone is to me,great breakdown love channel especi sinc get get worth,"{'neg': 0.0, 'neu': 0.37, 'pos': 0.63, 'compound': 0.8807}",0.8807,positive
Can someone explain how good the Zoom is going to be compared to the Z fold 4? I think the Z fold 4 gets up to 30x zoom and this will get up to 20x Zoom? Am I getting that right?,someon explain good zoom go compar z think z get x zoom get x zoom get right,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.4404}",0.4404,positive
I won't be getting one yet I am going to wait for the second gen pixel fold as the bezels in the inner screen are two big for me to pay $1799,wont get one yet go wait second gen bezel inner two big pay,"{'neg': 0.104, 'neu': 0.896, 'pos': 0.0, 'compound': -0.1027}",-0.1027,neutral
"Looks better than fold IMO, and that it will be more easy to use as a foldable. But for that price, there needs to be some killer features the fold and other pixels don’t have. Cameras aren’t looking exciting.",look better imo easi e price need killer featur dont camera arent look excit,"{'neg': 0.236, 'neu': 0.604, 'pos': 0.159, 'compound': -0.34}",-0.34,negative
I was looking forward to the pixel fold since I first heard about it.,look forward sinc first heard,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
I'm definitely waiting for the fold 2,im definit wait,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
For a first Gen this is impressive. Now how well it performs is TBD. Now at that price will it sell? In a word yes it will. How well in the depressed economy is the $1799.99 question.,first gen impress well perform tbd price sell word yes well depress economi question,"{'neg': 0.145, 'neu': 0.409, 'pos': 0.445, 'compound': 0.6808}",0.6808,positive
"I'll be preordering as soon as possible. Although I don't need the Pixel Watch, I already have one",ill preorder soon possibl although dont need alreadi one,"{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.4215}",-0.4215,negative
"I want this phone so bad if it wasn't 1800 dollars. Throwing in a Pixel Watch does soften the blow honestly, just not enough unless my S22 trade in has a huge bonus

I paid 350 for my S22 3 months after launch",want bad wasnt dollar throw soften blow honest enough unless trade huge bonusi paid month launch,"{'neg': 0.156, 'neu': 0.536, 'pos': 0.308, 'compound': 0.34}",0.34,neutral
Will all depend on how aggressive they are with Fold 4 trade ins,depend aggress trade in,"{'neg': 0.434, 'neu': 0.566, 'pos': 0.0, 'compound': -0.3182}",-0.3182,negative
"YES, this is called leak, news, information packed… Top-notch video!!! Diversify your content... LessGooo",yes call leak news inform pack topnotch diversifi content lessgooo,"{'neg': 0.183, 'neu': 0.611, 'pos': 0.206, 'compound': 0.0772}",0.0772,neutral
Jon you leaked this way way back before anybody else so does this mean you have finally ascended again? It’s been awhile but I think this qualifies,jon leak way way back anybodi els mean final ascend awhil think qualifi,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.34}",-0.34,negative
"The center fold has to be absolutely creaseless before I buy a foldable. Battery life, storage, performance, software and camera quality are all important factors as well, but the crease will continue to keep me from buying a foldable.",center absolut creaseless buy e storag perform softwar camera qualiti import factor well creas continu keep buy e,"{'neg': 0.0, 'neu': 0.877, 'pos': 0.123, 'compound': 0.2732}",0.2732,neutral
Worth more than anynother fold/ flip device out there,worth anynoth flip devic,"{'neg': 0.0, 'neu': 0.612, 'pos': 0.388, 'compound': 0.2263}",0.2263,neutral
Wow. I'm ordering him with the markup on that phone's going to be when it reaches Canada. It's going to be crazy expensive,wow im order markup go reach canada go crazi expens,"{'neg': 0.0, 'neu': 0.62, 'pos': 0.38, 'compound': 0.5994}",0.5994,positive
Ive finally found this channel again im so happy,ive final found channel im happi,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Damn it. I am a huge Pixel fanboy! I have owned every Pixel XL and Pro... But that price is steep.,damn huge fanboy own everi xl pro price steep,"{'neg': 0.225, 'neu': 0.583, 'pos': 0.192, 'compound': -0.1027}",-0.1027,neutral
"Personally, probably gonna preorder. Current Fold 4 user and I love everything but the front screen. Every message I type needs corrections and that got old real fast. I will miss the S pen though, and DEX although using that is admittedly rare",person probi gon na preorder current r love everyth front everi messag type need correct got old real fast miss pen though dex although use admit rare,"{'neg': 0.052, 'neu': 0.752, 'pos': 0.196, 'compound': 0.6597}",0.6597,positive
Any info on the hinge being used ? There’s a few different ones around now,info hing there differ one around,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Any info on pixel Watch 2. Like a bigger one hopefully,info like bigger one hope,"{'neg': 0.0, 'neu': 0.357, 'pos': 0.643, 'compound': 0.6597}",0.6597,positive
"Wow that’s really everything. 

And yes, I’m definitely buying.",wow that realli everyth yes im definit buy,"{'neg': 0.0, 'neu': 0.48, 'pos': 0.52, 'compound': 0.7579}",0.7579,positive
"Not going to lie, I really want this, but they're gonna have to offer me like $1500 for my pixel 6 trade-in for me to jump on this boat it's first go round lol",go lie realli want theyr gon na offer like tradein jump boat first go round lol,"{'neg': 0.0, 'neu': 0.663, 'pos': 0.337, 'compound': 0.6808}",0.6808,positive
For that price on the 512 version the could've developed a unique colour.,price version couldv develop uniqu colour,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
"Man we just need an Oppo Find N2 with an international vanilla Android rom at its current price, job done.",man need oppo find n intern vanilla android rom current price job done,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
"I'll get this after the pixel fold 2 comes out used or refurbished ,  too expensive for a fragile device",ill get come refurbish expens fragil devic,"{'neg': 0.318, 'neu': 0.682, 'pos': 0.0, 'compound': -0.4215}",-0.4215,negative
"Oh ""yeah, when it comes out, I hope Google release the source codes, so we can make some custom Roms.",oh yeah come hope releas sourc code make custom rom,"{'neg': 0.0, 'neu': 0.611, 'pos': 0.389, 'compound': 0.6249}",0.6249,positive
Can't get over the thick bezel inside,cant get thick bezel insid,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
There's no way they're beating Samsung's 4th gen foldables with such prices,there way theyr beat samsung th gen es price,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
"Since the Nexus line of phones the tech community was complaining about how they would love stock Android on Samsung hardware, although One UI has come a long way since those days, I believe many still want stock Android on Samsung quality hardware. Now Google has finally come to that point and people still complaining about the price, it's still a few hundred cheaper than the Galaxy Fold series.",sinc nexus line tech communiti complain would love stock android samsung hardwar although one ui come long way sinc day believ mani still want stock android samsung qualiti hardwar final come point peopl still complain price still hundr cheaper galaxi seri,"{'neg': 0.105, 'neu': 0.779, 'pos': 0.116, 'compound': 0.128}",0.128,neutral
"John what about country availability, which countries are in the list?",john countri avail countri list,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
I missed the exclusives hope to see more,miss exclus hope see,"{'neg': 0.246, 'neu': 0.308, 'pos': 0.446, 'compound': 0.3182}",0.3182,neutral
Google drop all these affordable phones now skip straight to the ridiculous,drop afford skip straight ridicul,"{'neg': 0.3, 'neu': 0.429, 'pos': 0.271, 'compound': -0.0516}",-0.0516,neutral
"Is it worth it? Probably. Will I spend $1800? No. Will I still get one? Trade in willing, absolutely. Hoping my carrier has at least a $800 to $1000 trade in for it. But as I just got a 7Pro less than a year ago, I'll wait a few months when the price begins to drop.",worth probi spend still get one trade will absolut hope carrier least trade got pro less ago ill wait month price begin drop,"{'neg': 0.163, 'neu': 0.669, 'pos': 0.169, 'compound': 0.046}",0.046,neutral
"That was a lot of camera experimentation, I like it :)
GIMME MOOOORREEEEEEEE",lot camera experiment like gim moooorreeeeeee,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.3612}",0.3612,neutral
"I think that the price is going to hurt sales on this a lot. Even with a free pixel watch i would not buy this 1st gen foldable by google, and thats from someone who really likes my pixel 7",think price go hurt sale lot even free would buy st gen e that someon realli like,"{'neg': 0.153, 'neu': 0.586, 'pos': 0.261, 'compound': 0.34}",0.34,neutral
Worth it if it takes pictures like a regular Pixel,worth take pictur like regular,"{'neg': 0.0, 'neu': 0.405, 'pos': 0.595, 'compound': 0.5267}",0.5267,positive
Bring on the Best Buy Black Friday sales!,bring best buy black friday sale,"{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.6369}",0.6369,positive
Project soli better be in them massive inside bezels at least they would have a function,project soli better massiv insid bezel least would function,"{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.4404}",0.4404,positive
"nice stuff Jern, always happy to see your leak shiz.",nice stuff jern alway happi see leak shiz,"{'neg': 0.214, 'neu': 0.536, 'pos': 0.25, 'compound': 0.1027}",0.1027,neutral
I like it. But samsung is already coming into the gen 5 fold in a few months' time with better specs. Gonna see how it goes.,like samsung alreadi come gen month time better spec gon na see goe,"{'neg': 0.0, 'neu': 0.671, 'pos': 0.329, 'compound': 0.6597}",0.6597,positive
"The teaser happened, and I loved it.",teaser happen love,"{'neg': 0.278, 'neu': 0.139, 'pos': 0.583, 'compound': 0.4939}",0.4939,positive
"Finally, something other than Apple stuff. You get a like.",final someth appl stuff get like,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.3612}",0.3612,neutral
I'll wait for it to be £300 used in a 18 months like all other foldables.,ill wait month like es,"{'neg': 0.337, 'neu': 0.361, 'pos': 0.301, 'compound': -0.0772}",-0.0772,neutral
"I like the Fold 4 and what its capable of, but I hope the Pixel Fold is as good if not better

The Z Fold Series is the true definition of a phablet.......and the Pixel Fold should add to that",like cape hope good betterth z seri true definit phetand add,"{'neg': 0.0, 'neu': 0.351, 'pos': 0.649, 'compound': 0.8779}",0.8779,positive
I held on to my z fold 2 waiting on this one. I'll take it,held z wait one ill take,"{'neg': 0.412, 'neu': 0.588, 'pos': 0.0, 'compound': -0.4215}",-0.4215,negative
"Thanks for all the info!
Does it have wireless fast charging?",thank infodo wireless fast charg,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.3612}",0.3612,neutral
Does the front selfie camera video record 4k or is it 1080p?,front selfi camera record k p,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
I will be preordering!,preorder,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Hope Apple make a foldable. That would be epic,hope appl make e would epic,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,positive
I want to know what is the hinge they use for the fold out,want know hing,"{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.0772}",0.0772,neutral
It’s not worth it Jon unless it’s gives 2 days battery life. I like that you get a small iPad screen with phone but good battery is what would make me thing about getting this unit,worth jon unless give day like get small ipad good would make thing get unit,"{'neg': 0.0, 'neu': 0.622, 'pos': 0.378, 'compound': 0.743}",0.743,positive
looks nice but idk compared to the galaxy fold 4 or even fold 5 coming out idk if the price is worth it,look nice idk compar galaxi even come idk price worth,"{'neg': 0.207, 'neu': 0.444, 'pos': 0.348, 'compound': 0.4404}",0.4404,positive
Only if they use Tensor G3 I will consider buying at that price. Will 100% skip for fold 5 with a better chip.,tensor g consid buy price skip better chip,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}",0.4404,positive
"At the price point they are competing at I want no compromise. I'm happy that I went with the pixel 7 and not the Pro because I would have been sick paying 1k for a Tensor G2 chip. It's smooth until you throw a full workload onto it and then it feels slow. Multitasking is ok at best and nonfunctional at worst, but the camera still can't handle 4k 60 fps video. Everything else about the phone is flawless but I need more power epically if they want me to pay top dollar.",price point compet want compromis im happi went pro beca would sick pay k tensor g chip smooth throw full workload onto feel slow multitask ok best nonfunct worst camera still cant handl k fps everyth els flawless need power epic want pay top dollar,"{'neg': 0.181, 'neu': 0.568, 'pos': 0.25, 'compound': 0.4404}",0.4404,positive
"Given Google's track record of rolling out meh hardware with buggy AF software (and considering they can't really claim timely security updates anymore) this is more likely a wait & see/grab it 45 days after release at $300-$500 off type of decision. At these prices, they need something pretty compelling. Otherwise, why wouldn't a foldable consumer just go with the Galaxy?",given track record roll meh hardwar buggi af softwar consid cant realli claim time secur updat anymor like wait seegrab day releas type decis price need someth pretti compel otherwis wouldnt e consum go galaxi,"{'neg': 0.036, 'neu': 0.894, 'pos': 0.07, 'compound': 0.296}",0.296,neutral
"Why is this episode so organized and big brain and - not the chaotic mess that i love and crave, hm?  America explain!",episod organ big brain chaotic mess love crave hm america explain,"{'neg': 0.318, 'neu': 0.447, 'pos': 0.235, 'compound': -0.128}",-0.128,neutral
"I still have an opinion that foldable is still out of reach for general consumer as it simply lacks the display reliability and the cost and the real need of it over traditional brick phones and the main thing,  cost of buying it and repair",still opinion e still reach general consum simpli lack reliabl cost real need tradit brick main thing cost buy repair,"{'neg': 0.113, 'neu': 0.833, 'pos': 0.054, 'compound': -0.296}",-0.296,negative
"Foldables will never be worth it till two things happens:

1. I can afford one
2. The crease feel and visibility improves MASSIVELY!!",es never worth till two thing happen afford one creas feel visibl improv massiv,"{'neg': 0.114, 'neu': 0.886, 'pos': 0.0, 'compound': -0.1695}",-0.1695,negative
Buying it. I love my Fold 4 but stick with a fold. Getting it,buy love stick get,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.6369}",0.6369,positive
Tensor g2 is definitely a bottleneck for this,tensor g definit bottleneck,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
I think it's worth it. If I didn't already have the pixel 7 pro I would be picking this up,think worth didnt alreadi pro would pick,"{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.2263}",0.2263,neutral
"I hope the Pixel Fold has fewer failures than the Z Fold has. Although, Pixels lately have had plenty of their own failures. Even if I could afford it, I'm not spending $2000 on something I could drop and break, or lose at a restaurant.I would not even pay that for a 75"" TV.",hope fewer failur z although late plenti failur even could afford im spend someth could drop break lose restauranti would even pay tv,"{'neg': 0.229, 'neu': 0.664, 'pos': 0.107, 'compound': -0.3182}",-0.3182,negative
interesting to see what those trades look like,interest see trade look like,"{'neg': 0.0, 'neu': 0.353, 'pos': 0.647, 'compound': 0.6705}",0.6705,positive
"I’m definitely interested in this device, but water resistance on a folding device and can’t be so Sammy gets mine money",im definit interest devic water resist ing devic cant sammi get mine money,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.4588}",0.4588,positive
The Pixel Fold with the Pixel Watch makes a great combo.,make great combo,"{'neg': 0.0, 'neu': 0.328, 'pos': 0.672, 'compound': 0.6249}",0.6249,positive
They might also throw in the pixel buds i suspect..,might also throw bud suspect,"{'neg': 0.355, 'neu': 0.645, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
"People pay the same for iPhones that look like and feel the same as last year's model, so why not get a Pixel Fold instead. Looks pretty awesome.",peopl pay look like feel last model get instead look pretti awesom,"{'neg': 0.101, 'neu': 0.719, 'pos': 0.18, 'compound': 0.2732}",0.2732,neutral
Sundar Pichai is absolutely seething right now,sundar pichai absolut seeth right,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
will john get hired to announce it on stage and this is practice time?,john get hire announc stage practic time,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
"I'm excited about the Pixel Fold, but only because GrapheneOS said they plan on adding support for the Fold and Tablet",im excit beca grapheneo said plan ad support tet,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.4019}",0.4019,neutral
"Pretty normal for first gen to be expensive, Samsung did it with their first fold too.",pretti normal first gen expens samsung first,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
The pixel watch isn’t free . It’s already factored into the exuberant price of the Google fold.,isnt free alreadi factor exuber price,"{'neg': 0.351, 'neu': 0.649, 'pos': 0.0, 'compound': -0.4023}",-0.4023,negative
I'll assume charging speed is still at 2018 speeds?,ill assum charg speed still speed,"{'neg': 0.359, 'neu': 0.641, 'pos': 0.0, 'compound': -0.4215}",-0.4215,negative
Doesn't actually sound like it be too bad of a foldable.  I guess time will tell,doesnt actual sound like bad e guess time tell,"{'neg': 0.483, 'neu': 0.517, 'pos': 0.0, 'compound': -0.6818}",-0.6818,negative
"It must have an integrated 4090 graphics card to be worth that much 

Honestly I don't pay more than 1000 euros for any mobile and it already seems too much to me",must integr graphic card worth much honest dont pay euro mobil alreadi seem much,"{'neg': 0.0, 'neu': 0.629, 'pos': 0.371, 'compound': 0.6701}",0.6701,positive
Risky getting a first gen of this for that kind of money even from google.,riski get first gen kind money even,"{'neg': 0.0, 'neu': 0.638, 'pos': 0.362, 'compound': 0.5267}",0.5267,positive
"It's annoying. I know this won't sell great and Google will axe it. As they have pretty much everything that's not immediately successful. I'm watching this on my Z Fold 3, and it's still going strong. While I like folding phones, I don't think they are the future. I think it's similar to PDA's and really help those who need to multitask and use their phones for work. I'm constant using multi window to pull up spreadsheets and emails while doing research, etc. The pen is an added bonus and helps productivity as well.",annoy know wont sell great axe pretti much everyth that immedi success im ing z still go strong like ing dont think futur think similar pdas realli help need multitask work im constant use multi window pull spreadsheet email research etc pen ad bonus help product well,"{'neg': 0.097, 'neu': 0.563, 'pos': 0.341, 'compound': 0.9274}",0.9274,positive
Worth it only if it actually comes with a free pixel watch,worth actual come free,"{'neg': 0.0, 'neu': 0.278, 'pos': 0.722, 'compound': 0.6369}",0.6369,positive
how many mAH battery does it have?,mani mah,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
"I WAS THIRSTY FOR A LEAK LIKE THIS!

thanks my man",thirsti leak like thisthank man,"{'neg': 0.304, 'neu': 0.38, 'pos': 0.316, 'compound': 0.0258}",0.0258,neutral
I wonder how it match huawei mate x3.,wonder match huawei mate x,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
$1700 usd for the same camera and chipset for which you can get a pixel 7 unfoldable for $499-$599 Cad. If google does not decrease the prices this pixel folds are not going to get sold.,usd camera chipset get une cad decreas price go get sold,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
I'm already considering buying the Fold 2. Never buy a first gen of a tech product,im alreadi consid buy never buy first gen tech product,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Definitely not a 1st Gen folding phone from google. I’ll probably pick up a Pixel 8 Pro in the fall.,definit st gen ing ill probi pick pro fall,"{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.4215}",-0.4215,negative
What is a use case for half a terabyte of storage on a phone/pad???,case half terabyt storag pad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Pass! I’m waiting for the Z Fold 5. Can’t beat those trade in deals Sammy has on preorder.,pass im wait z cant beat trade deal sammi preorder,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
"Given Google's consistent inability to create a tablet UI that isn't complete rubbish, I doubt that this is going to be a stellar experience for a new product release. People are about to be severely disappointed in their $2,000 ""investment"" on this one.",given consist inabl creat tet ui isnt complet rubbish doubt go stellar experi new product releas peopl sever disappoint invest one,"{'neg': 0.113, 'neu': 0.798, 'pos': 0.089, 'compound': -0.1506}",-0.1506,neutral
"It's funny that here in US, pricing is so  deceiving, that 1799 costs probably 1950 with taxes, price should be inclusive of taxes",funni us price deceiv cost probi tax price inclus tax,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
now i got a question : what’s the point of google doing a whole event for this phone every thing in it is leaked even the existing teaser date.,got question what point whole event everi thing leak even exist teaser date,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.5267}",-0.5267,negative
$1800 for a foldable device is reasonable,e devic reason,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
I still can't believe google actually did it.,still cant believ actual,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
"No mention of water or dust resistance

 No mention of the crease and how deep it will be",mention water dust resist mention creas deep,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
The Z Fold 5 will be a far better option by leaps and bounds! The pixel fold is disappointing.,z far better option leap bound disappoint,"{'neg': 0.281, 'neu': 0.417, 'pos': 0.302, 'compound': 0.0516}",0.0516,neutral
"That’s….a lot. First Gen products will always be expensive, but sheesh it’s a lot",thatsa lot first gen product alway expens sheesh lot,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
"Btw, what’s the thickness in mm when opened for the pixel fold?",btw what thick mm open,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Google will simultaneously make the best value phone and the worst all at once.,simultan make best valu worst,"{'neg': 0.363, 'neu': 0.265, 'pos': 0.372, 'compound': 0.0258}",0.0258,neutral
"I don’t think it’s worth 2x their pixel pro. The $1799 should be the most expensive it gets, and be 1tb.",dont think worth x pro expens get tb,"{'neg': 0.217, 'neu': 0.783, 'pos': 0.0, 'compound': -0.1695}",-0.1695,negative
"Without an s-pen or thin type stylus, this is pointless for the price. Especially since competitors are releasing foldable phones at a cheaper price. Also it could at least be 512 for 1799. And finally instead of a free watch, just take away 149 dollars off.",without spen thin type stylus pointless price especi sinc competitor releas e cheaper price also could least final instead free take away dollar,"{'neg': 0.0, 'neu': 0.864, 'pos': 0.136, 'compound': 0.5106}",0.5106,positive
I would consider buying this and I use an iPhone. Let’s see if it’s how we’re thinking,would consid buy let see think,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Sam says he calls your cheeks “pixel fold”. They open and clap shut.,sam say call cheek open clap shut,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Madness with that price,mad price,"{'neg': 0.762, 'neu': 0.238, 'pos': 0.0, 'compound': -0.4939}",-0.4939,negative
"Hard pass.  I will wait for the bugs to be worked out and see if GrapheneOS is available for it first.  Who actually wants a Pixel watch? (even if it is ""free"")",hard pass wait bug work see grapheneo avail first actual want even free,"{'neg': 0.087, 'neu': 0.625, 'pos': 0.287, 'compound': 0.4939}",0.4939,positive
Jern did it again!!!,jern,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
I'm ready for it.,im readi,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
"I won’t leave Apple. Even though im really beginning to want these fold phones. Samsung has had a more diverse range of products for a long while… and Apple sticks with the same it’s had since the iPhone 1. Lol they have made screens longer but the width remains about the same. I would like a wider phone designed for writers and note taking and that kind of thing… I am almost certain that Apple will follow the pack before long and implement their own fold eventually, but then again… we’ve seen a diverse range of devices over the last 5 years and Apple sticks with the same design.",wont leav appl even though im realli begin want samsung divers rang product long appl stick sinc lol made longer width remain would like wider design writer take kind thing almost certain appl follow pack long implement eventu weve seen divers rang devic last appl stick design,"{'neg': 0.0, 'neu': 0.781, 'pos': 0.219, 'compound': 0.8692}",0.8692,positive
Im good with my regular pixel pro. i dont even know what i would use that for.  cant even fit that in my pocket,im good regular pro dont even know would cant even fit pocket,"{'neg': 0.141, 'neu': 0.666, 'pos': 0.193, 'compound': 0.1999}",0.1999,neutral
"I still don’t understand the folding phone hype. Why would I want to carry something that big and bulky around all the time as my main device? I can see a potential benefit of having the technology available for future uses, but I have zero desire to buy a folding phone…. Much less to pay that much money for it when I could spend that money on a great computer or laptop that would run circles around it.",still dont understand ing hype would want carri someth big bulki around time main devic see potenti benefit technolog avail futur zero desir buy ing much less pay much money could spend money great comput laptop would run circl around,"{'neg': 0.024, 'neu': 0.791, 'pos': 0.185, 'compound': 0.807}",0.807,positive
"These fold phones are more gimmicks than anything revolutionary. Look at Samsung, the fold specs were sub-par",gimmick anyth revolutionari look samsung spec subpar,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
For that price they should give you the watch and pixel buds,price give bud,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
"This has the potential to be really cool, and I'm glad it's being made, but I am really struggling to see what the point of it is.. There is no way I would carry that thing in my pocket, if I was at home I would use a laptop instead and on the train I would use an iPad.  It would also be a huge thief magnet in London.",potenti realli cool im glad made realli struggl see point way would carri thing pocket home would laptop instead train would ipad would also huge thief magnet london,"{'neg': 0.097, 'neu': 0.686, 'pos': 0.217, 'compound': 0.4939}",0.4939,positive
Any regular Pixel around the corner??,regular around corner,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
"Given how accurate these leaks usually are, what even is the point of watching the launch events? This is kind of why apply always has higher view count on their announcements.",given accur leak usual even point ing launch event kind appli alway higher view count announc,"{'neg': 0.121, 'neu': 0.707, 'pos': 0.172, 'compound': 0.25}",0.25,neutral
"A first gen product from a company that doesn't particularly have a good track record with first gen products, for $1,800? That'll be a no",first gen product compani doesnt particular good track record first gen product thatll,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.3412}",-0.3412,negative
I would wait two weeks for a price drop.,would wait two week price drop,"{'neg': 0.296, 'neu': 0.704, 'pos': 0.0, 'compound': -0.2732}",-0.2732,negative
"And why does Jon prosser look so chill and charming in this video  no craziness no nothing.

Btw, the pixel fold is going to pretty much destroy everything as we know it this year. The hype is gonna be through the roofs",jon prosser look chill charm crazi nothingbtw go pretti much destroy everyth know hype gon na roof,"{'neg': 0.165, 'neu': 0.708, 'pos': 0.127, 'compound': -0.2023}",-0.2023,negative
Anything about the Pixel Watch 2?,anyth,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
"If it was an iPhone I'd pay the $1799. Because the phone would be well supported for probably close to a decade. Google will give up after 2 years, if that.",id pay beca would well support probi close decad give,"{'neg': 0.106, 'neu': 0.53, 'pos': 0.364, 'compound': 0.5267}",0.5267,positive
Does it have wireless charging?,wireless charg,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
